"Name","Race","Word","CosineSimilarity","Good_or_Bad"
"Sarah","White","disagreeable",0.2719197,"Bad"
"Sarah","White","lousy",0.2906026,"Bad"
"Sarah","White","sad",0.5081605,"Bad"
"Sarah","White","hate",0.18249226,"Bad"
"Sarah","White","violent",0.12011954,"Bad"
"Sarah","White","bitter",0.22740322,"Bad"
"Sarah","White","harsh",0.33008057,"Bad"
"Sarah","White","angry",0.20431611,"Bad"
"Jessica","White","rude",0.22262913,"Bad"
"Jessica","White","lazy",0.23598725,"Bad"
"Jessica","White","disagreeable",0.29621005,"Bad"
"Jessica","White","lousy",0.24987519,"Bad"
"Jessica","White","sad",0.4215991,"Bad"
"Jessica","White","hate",0.23846951,"Bad"
"Jessica","White","violent",0.12778234,"Bad"
"Jessica","White","bitter",0.24991211,"Bad"
"Jessica","White","harsh",0.33523536,"Bad"
"Jessica","White","angry",0.24479343,"Bad"
"Paul","Latinx","rude",0.2139548,"Bad"
"Paul","Latinx","lazy",0.18629594,"Bad"
"Paul","Latinx","disagreeable",0.18473932,"Bad"
"Paul","Latinx","lousy",0.22775054,"Bad"
"Paul","Latinx","sad",0.37621108,"Bad"
"Paul","Latinx","hate",0.12124862,"Bad"
"Paul","Latinx","violent",0.071145155,"Bad"
"Paul","Latinx","bitter",0.10857681,"Bad"
"Paul","Latinx","harsh",0.22964233,"Bad"
"Paul","Latinx","angry",0.09454317,"Bad"
"Vincent","Latinx","rude",0.047648765,"Bad"
"Vincent","Latinx","lazy",0.25976112,"Bad"
"Vincent","Latinx","disagreeable",0.13847874,"Bad"
"Vincent","Latinx","lousy",0.250511,"Bad"
"Vincent","Latinx","sad",0.345577,"Bad"
"Vincent","Latinx","hate",0.09580228,"Bad"
"Vincent","Latinx","violent",0.04665646,"Bad"
"Vincent","Latinx","bitter",0.24859257,"Bad"
"Vincent","Latinx","harsh",0.13725516,"Bad"
"Vincent","Latinx","angry",0.1119976,"Bad"
"Victor","Latinx","rude",0.17555976,"Bad"
"Victor","Latinx","lazy",0.105839185,"Bad"
"Victor","Latinx","disagreeable",0.22018021,"Bad"
"Victor","Latinx","lousy",0.26738602,"Bad"
"Victor","Latinx","sad",0.28987724,"Bad"
"Victor","Latinx","hate",0.08808554,"Bad"
"Victor","Latinx","violent",0.22620997,"Bad"
"Victor","Latinx","bitter",0.30903035,"Bad"
"Victor","Latinx","harsh",0.25932592,"Bad"
"Victor","Latinx","angry",0.0895677,"Bad"
"Adrian","Latinx","rude",0.30012232,"Bad"
"Adrian","Latinx","lazy",0.19926152,"Bad"
"Adrian","Latinx","disagreeable",0.263543,"Bad"
"Adrian","Latinx","lousy",0.24220487,"Bad"
"Adrian","Latinx","sad",0.40186885,"Bad"
"Adrian","Latinx","hate",0.13051651,"Bad"
"Adrian","Latinx","violent",0.10086915,"Bad"
"Adrian","Latinx","bitter",0.18926668,"Bad"
"Adrian","Latinx","harsh",0.28764242,"Bad"
"Adrian","Latinx","angry",0.14842194,"Bad"
"Marcus","Latinx","rude",0.16836819,"Bad"
"Marcus","Latinx","lazy",0.039810866,"Bad"
"Marcus","Latinx","disagreeable",0.18633454,"Bad"
"Marcus","Latinx","lousy",0.13321531,"Bad"
"Marcus","Latinx","sad",0.23962495,"Bad"
"Marcus","Latinx","hate",0.14047214,"Bad"
"Marcus","Latinx","violent",0.11291212,"Bad"
"Marcus","Latinx","bitter",0.18105464,"Bad"
"Marcus","Latinx","harsh",0.21700934,"Bad"
"Marcus","Latinx","angry",0.17916508,"Bad"
"Leo","Latinx","rude",0.24585581,"Bad"
"Leo","Latinx","lazy",0.19424373,"Bad"
"Leo","Latinx","disagreeable",0.26952735,"Bad"
"Leo","Latinx","lousy",0.38079593,"Bad"
"Leo","Latinx","sad",0.5086125,"Bad"
"Leo","Latinx","hate",0.19031319,"Bad"
"Leo","Latinx","violent",0.23092763,"Bad"
"Leo","Latinx","bitter",0.2744498,"Bad"
"Leo","Latinx","harsh",0.36027974,"Bad"
"Leo","Latinx","angry",0.21629098,"Bad"
"Miles","Latinx","rude",0.12039487,"Bad"
"Miles","Latinx","lazy",0.10372779,"Bad"
"Miles","Latinx","disagreeable",0.2510534,"Bad"
"Miles","Latinx","lousy",0.32325566,"Bad"
"Miles","Latinx","sad",0.4836282,"Bad"
"Miles","Latinx","hate",0.16397256,"Bad"
"Miles","Latinx","violent",0.15253802,"Bad"
"Miles","Latinx","bitter",0.19177297,"Bad"
"Miles","Latinx","harsh",0.32615033,"Bad"
"Miles","Latinx","angry",0.20478202,"Bad"
"Roman","Latinx","rude",0.073413454,"Bad"
"Roman","Latinx","lazy",0.077376746,"Bad"
"Roman","Latinx","disagreeable",0.093050405,"Bad"
"Roman","Latinx","lousy",0.18646902,"Bad"
"Roman","Latinx","sad",0.23921442,"Bad"
"Roman","Latinx","hate",0.09474001,"Bad"
"Roman","Latinx","violent",0.09448727,"Bad"
"Roman","Latinx","bitter",0.14899789,"Bad"
"Roman","Latinx","harsh",0.1847214,"Bad"
"Roman","Latinx","angry",0.12564965,"Bad"
"Sergio","Latinx","rude",0.14429535,"Bad"
"Sergio","Latinx","lazy",0.18906593,"Bad"
"Sergio","Latinx","disagreeable",0.116544634,"Bad"
"Sergio","Latinx","lousy",0.23538981,"Bad"
"Sergio","Latinx","sad",0.23573652,"Bad"
"Sergio","Latinx","hate",0.075422645,"Bad"
"Sergio","Latinx","violent",0.12704544,"Bad"
"Sergio","Latinx","bitter",0.1773632,"Bad"
"Sergio","Latinx","harsh",0.122853115,"Bad"
"Sergio","Latinx","angry",0.1415638,"Bad"
"Felix","Latinx","rude",0.18617445,"Bad"
"Felix","Latinx","lazy",0.13324378,"Bad"
"Felix","Latinx","disagreeable",0.16529436,"Bad"
"Felix","Latinx","lousy",0.18744205,"Bad"
"Felix","Latinx","sad",0.3540079,"Bad"
"Felix","Latinx","hate",0.20301735,"Bad"
"Felix","Latinx","violent",0.08685728,"Bad"
"Felix","Latinx","bitter",0.21838695,"Bad"
"Felix","Latinx","harsh",0.20673926,"Bad"
"Felix","Latinx","angry",0.15413561,"Bad"
"Patricia","Latinx","rude",0.23220122,"Bad"
"Patricia","Latinx","lazy",0.2647258,"Bad"
"Patricia","Latinx","disagreeable",0.22243044,"Bad"
"Patricia","Latinx","lousy",0.22797479,"Bad"
"Patricia","Latinx","sad",0.33314627,"Bad"
"Patricia","Latinx","hate",0.25971982,"Bad"
"Patricia","Latinx","violent",0.085566215,"Bad"
"Patricia","Latinx","bitter",0.24542058,"Bad"
"Patricia","Latinx","harsh",0.27358568,"Bad"
"Patricia","Latinx","angry",0.22958194,"Bad"
"Laura","Latinx","rude",0.088414356,"Bad"
"Laura","Latinx","lazy",0.06654753,"Bad"
"Laura","Latinx","disagreeable",0.08151439,"Bad"
"Laura","Latinx","lousy",0.16350216,"Bad"
"Laura","Latinx","sad",0.37077016,"Bad"
"Laura","Latinx","hate",0.17193525,"Bad"
"Laura","Latinx","violent",0.10143104,"Bad"
"Laura","Latinx","bitter",0.2366777,"Bad"
"Laura","Latinx","harsh",0.20106825,"Bad"
"Laura","Latinx","angry",0.130618,"Bad"
"Amanda","Latinx","rude",0.26236308,"Bad"
"Amanda","Latinx","lazy",0.13820155,"Bad"
"Amanda","Latinx","disagreeable",0.21730949,"Bad"
"Amanda","Latinx","lousy",0.26307884,"Bad"
"Amanda","Latinx","sad",0.4441088,"Bad"
"Amanda","Latinx","hate",0.2883374,"Bad"
"Amanda","Latinx","violent",0.18628722,"Bad"
"Amanda","Latinx","bitter",0.31911674,"Bad"
"Amanda","Latinx","harsh",0.34351683,"Bad"
"Amanda","Latinx","angry",0.29134512,"Bad"
"Victoria","Latinx","rude",-0.007814078,"Bad"
"Victoria","Latinx","lazy",-0.10065813,"Bad"
"Victoria","Latinx","disagreeable",0.09552807,"Bad"
"Victoria","Latinx","lousy",0.094755486,"Bad"
"Victoria","Latinx","sad",0.3446689,"Bad"
"Victoria","Latinx","hate",0.096316904,"Bad"
"Victoria","Latinx","violent",0.19016111,"Bad"
"Victoria","Latinx","bitter",0.19283068,"Bad"
"Victoria","Latinx","harsh",0.17755258,"Bad"
"Victoria","Latinx","angry",0.06431776,"Bad"
"Julia","Latinx","rude",0.1397998,"Bad"
"Julia","Latinx","lazy",0.12105958,"Bad"
"Julia","Latinx","disagreeable",0.1345061,"Bad"
"Julia","Latinx","lousy",0.18698189,"Bad"
"Julia","Latinx","sad",0.39368305,"Bad"
"Julia","Latinx","hate",0.22800685,"Bad"
"Julia","Latinx","violent",0.059176896,"Bad"
"Julia","Latinx","bitter",0.21151088,"Bad"
"Julia","Latinx","harsh",0.22556475,"Bad"
"Julia","Latinx","angry",0.20522523,"Bad"
"Gloria","Latinx","rude",0.2576776,"Bad"
"Gloria","Latinx","lazy",0.24707389,"Bad"
"Gloria","Latinx","disagreeable",0.2619294,"Bad"
"Gloria","Latinx","lousy",0.32717404,"Bad"
"Gloria","Latinx","sad",0.51730263,"Bad"
"Gloria","Latinx","hate",0.1914767,"Bad"
"Gloria","Latinx","violent",0.20688953,"Bad"
"Gloria","Latinx","bitter",0.25987643,"Bad"
"Gloria","Latinx","harsh",0.31913543,"Bad"
"Gloria","Latinx","angry",0.25669557,"Bad"
"Diana","Latinx","rude",0.1071758,"Bad"
"Diana","Latinx","lazy",0.23499198,"Bad"
"Diana","Latinx","disagreeable",0.16034032,"Bad"
"Diana","Latinx","lousy",0.18586275,"Bad"
"Diana","Latinx","sad",0.39441973,"Bad"
"Diana","Latinx","hate",0.058999225,"Bad"
"Diana","Latinx","violent",0.102850735,"Bad"
"Diana","Latinx","bitter",0.124625854,"Bad"
"Diana","Latinx","harsh",0.21291055,"Bad"
"Diana","Latinx","angry",0.10960441,"Bad"
"Clara","Latinx","rude",0.18059643,"Bad"
"Clara","Latinx","lazy",0.16274387,"Bad"
"Clara","Latinx","disagreeable",0.16549501,"Bad"
"Clara","Latinx","lousy",0.13769518,"Bad"
"Clara","Latinx","sad",0.30087727,"Bad"
"Clara","Latinx","hate",0.06598206,"Bad"
"Clara","Latinx","violent",0.035327338,"Bad"
"Clara","Latinx","bitter",0.090569355,"Bad"
"Clara","Latinx","harsh",0.14644165,"Bad"
"Clara","Latinx","angry",0.07246113,"Bad"
"Paula","Latinx","rude",0.19089091,"Bad"
"Paula","Latinx","lazy",0.13119814,"Bad"
"Paula","Latinx","disagreeable",0.26278317,"Bad"
"Paula","Latinx","lousy",0.18791127,"Bad"
"Paula","Latinx","sad",0.37902376,"Bad"
"Paula","Latinx","hate",0.093813084,"Bad"
"Paula","Latinx","violent",0.075733826,"Bad"
"Paula","Latinx","bitter",0.10003303,"Bad"
"Paula","Latinx","harsh",0.24040535,"Bad"
"Paula","Latinx","angry",0.10286054,"Bad"
"Norma","Latinx","rude",0.28220543,"Bad"
"Norma","Latinx","lazy",0.3897381,"Bad"
"Norma","Latinx","disagreeable",0.37928158,"Bad"
"Norma","Latinx","lousy",0.3808871,"Bad"
"Norma","Latinx","sad",0.50833035,"Bad"
"Norma","Latinx","hate",0.226895,"Bad"
"Norma","Latinx","violent",0.12582646,"Bad"
"Norma","Latinx","bitter",0.22308531,"Bad"
"Norma","Latinx","harsh",0.3704888,"Bad"
"Norma","Latinx","angry",0.2204535,"Bad"
"Lian","Chinese","rude",0.17359623,"Bad"
"Lian","Chinese","lazy",0.086089924,"Bad"
"Lian","Chinese","disagreeable",0.22470415,"Bad"
"Lian","Chinese","lousy",0.26375896,"Bad"
"Lian","Chinese","sad",0.4397621,"Bad"
"Lian","Chinese","hate",0.1584565,"Bad"
"Lian","Chinese","violent",0.14513835,"Bad"
"Lian","Chinese","bitter",0.24783808,"Bad"
"Lian","Chinese","harsh",0.25089186,"Bad"
"Lian","Chinese","angry",0.19629668,"Bad"
"Shan","Chinese","rude",0.24300963,"Bad"
"Shan","Chinese","lazy",0.15456367,"Bad"
"Shan","Chinese","disagreeable",0.27056897,"Bad"
"Shan","Chinese","lousy",0.2902575,"Bad"
"Shan","Chinese","sad",0.48901796,"Bad"
"Shan","Chinese","hate",0.24103431,"Bad"
"Shan","Chinese","violent",0.23772961,"Bad"
"Shan","Chinese","bitter",0.33707514,"Bad"
"Shan","Chinese","harsh",0.3745681,"Bad"
"Shan","Chinese","angry",0.26192155,"Bad"
"Lew","Chinese","rude",0.347942,"Bad"
"Lew","Chinese","lazy",0.31205273,"Bad"
"Lew","Chinese","disagreeable",0.33159134,"Bad"
"Lew","Chinese","lousy",0.36178336,"Bad"
"Lew","Chinese","sad",0.5483302,"Bad"
"Lew","Chinese","hate",0.17444238,"Bad"
"Lew","Chinese","violent",0.17728339,"Bad"
"Lew","Chinese","bitter",0.2729129,"Bad"
"Lew","Chinese","harsh",0.35536304,"Bad"
"Lew","Chinese","angry",0.18656266,"Bad"
"Long","Chinese","rude",0.20963669,"Bad"
"Long","Chinese","lazy",0.14153726,"Bad"
"Long","Chinese","disagreeable",0.3016647,"Bad"
"Long","Chinese","lousy",0.45792633,"Bad"
"Long","Chinese","sad",0.5458825,"Bad"
"Long","Chinese","hate",0.14833637,"Bad"
"Long","Chinese","violent",0.34385926,"Bad"
"Long","Chinese","bitter",0.3484851,"Bad"
"Long","Chinese","harsh",0.44729173,"Bad"
"Long","Chinese","angry",0.32616013,"Bad"
"Quan","Chinese","rude",0.22721635,"Bad"
"Quan","Chinese","lazy",0.111474015,"Bad"
"Quan","Chinese","disagreeable",0.31978643,"Bad"
"Quan","Chinese","lousy",0.2653352,"Bad"
"Quan","Chinese","sad",0.7116319,"Bad"
"Quan","Chinese","hate",0.17124099,"Bad"
"Quan","Chinese","violent",0.17806253,"Bad"
"Quan","Chinese","bitter",0.2090103,"Bad"
"Quan","Chinese","harsh",0.3320101,"Bad"
"Quan","Chinese","angry",0.2585826,"Bad"
"Jun","Chinese","rude",0.3190967,"Bad"
"Jun","Chinese","lazy",0.21957624,"Bad"
"Jun","Chinese","disagreeable",0.39487875,"Bad"
"Jun","Chinese","lousy",0.39259756,"Bad"
"Jun","Chinese","sad",0.67784095,"Bad"
"Jun","Chinese","hate",0.23966727,"Bad"
"Jun","Chinese","violent",0.20761254,"Bad"
"Jun","Chinese","bitter",0.33258408,"Bad"
"Jun","Chinese","harsh",0.41780904,"Bad"
"Jun","Chinese","angry",0.2910155,"Bad"
"Tou","Chinese","rude",0.3257771,"Bad"
"Tou","Chinese","lazy",0.20115814,"Bad"
"Tou","Chinese","disagreeable",0.35985127,"Bad"
"Tou","Chinese","lousy",0.46542627,"Bad"
"Tou","Chinese","sad",0.7479439,"Bad"
"Tou","Chinese","hate",0.27218992,"Bad"
"Tou","Chinese","violent",0.2659685,"Bad"
"Tou","Chinese","bitter",0.40494236,"Bad"
"Tou","Chinese","harsh",0.4898932,"Bad"
"Tou","Chinese","angry",0.35065955,"Bad"
"Jin","Chinese","rude",0.2837571,"Bad"
"Jin","Chinese","lazy",0.14223802,"Bad"
"Jin","Chinese","disagreeable",0.34102634,"Bad"
"Jin","Chinese","lousy",0.3269226,"Bad"
"Jin","Chinese","sad",0.4256869,"Bad"
"Jin","Chinese","hate",0.17295766,"Bad"
"Jin","Chinese","violent",0.18329231,"Bad"
"Jin","Chinese","bitter",0.29997933,"Bad"
"Jin","Chinese","harsh",0.29521322,"Bad"
"Jin","Chinese","angry",0.18979982,"Bad"
"Cai","Chinese","rude",0.32423338,"Bad"
"Cai","Chinese","lazy",0.25242335,"Bad"
"Cai","Chinese","disagreeable",0.37660044,"Bad"
"Cai","Chinese","lousy",0.43470043,"Bad"
"Cai","Chinese","sad",0.7497523,"Bad"
"Cai","Chinese","hate",0.26720965,"Bad"
"Cai","Chinese","violent",0.29713798,"Bad"
"Cai","Chinese","bitter",0.3701836,"Bad"
"Cai","Chinese","harsh",0.47963005,"Bad"
"Cai","Chinese","angry",0.33326572,"Bad"
"Chan","Chinese","rude",0.18006581,"Bad"
"Chan","Chinese","lazy",0.11328636,"Bad"
"Chan","Chinese","disagreeable",0.2508751,"Bad"
"Chan","Chinese","lousy",0.2880135,"Bad"
"Chan","Chinese","sad",0.5704694,"Bad"
"Chan","Chinese","hate",0.10778029,"Bad"
"Chan","Chinese","violent",0.17981865,"Bad"
"Chan","Chinese","bitter",0.17468493,"Bad"
"Chan","Chinese","harsh",0.27712005,"Bad"
"Chan","Chinese","angry",0.1549329,"Bad"
"Lue","Chinese","rude",0.20443681,"Bad"
"Lue","Chinese","lazy",0.20090464,"Bad"
"Lue","Chinese","disagreeable",0.2684732,"Bad"
"Lue","Chinese","lousy",0.30164286,"Bad"
"Lue","Chinese","sad",0.6563819,"Bad"
"Lue","Chinese","hate",0.2697236,"Bad"
"Lue","Chinese","violent",0.19262964,"Bad"
"Lue","Chinese","bitter",0.3062513,"Bad"
"Lue","Chinese","harsh",0.3927936,"Bad"
"Lue","Chinese","angry",0.32843697,"Bad"
"China","Chinese","rude",-0.0011676764,"Bad"
"China","Chinese","lazy",0.054343253,"Bad"
"China","Chinese","disagreeable",0.015783198,"Bad"
"China","Chinese","lousy",0.052307945,"Bad"
"China","Chinese","sad",0.1240561,"Bad"
"China","Chinese","hate",0.017453125,"Bad"
"China","Chinese","violent",0.03266153,"Bad"
"China","Chinese","bitter",0.053618256,"Bad"
"China","Chinese","harsh",-0.030120451,"Bad"
"China","Chinese","angry",-0.03600494,"Bad"
"Lu","Chinese","rude",0.26484945,"Bad"
"Lu","Chinese","lazy",0.23861909,"Bad"
"Lu","Chinese","disagreeable",0.3579557,"Bad"
"Lu","Chinese","lousy",0.46328512,"Bad"
"Lu","Chinese","sad",0.7393489,"Bad"
"Lu","Chinese","hate",0.24052434,"Bad"
"Lu","Chinese","violent",0.3110935,"Bad"
"Lu","Chinese","bitter",0.35753408,"Bad"
"Lu","Chinese","harsh",0.44082174,"Bad"
"Lu","Chinese","angry",0.27377015,"Bad"
"Maylee","Chinese","rude",0.21177253,"Bad"
"Maylee","Chinese","lazy",0.18292461,"Bad"
"Maylee","Chinese","disagreeable",0.19203123,"Bad"
"Maylee","Chinese","lousy",0.20997278,"Bad"
"Maylee","Chinese","sad",0.5151355,"Bad"
"Maylee","Chinese","hate",0.13885377,"Bad"
"Maylee","Chinese","violent",0.09465986,"Bad"
"Maylee","Chinese","bitter",0.23437111,"Bad"
"Maylee","Chinese","harsh",0.25890014,"Bad"
"Maylee","Chinese","angry",0.15856424,"Bad"
"Tennie","Chinese","rude",0.09718381,"Bad"
"Tennie","Chinese","lazy",0.12069677,"Bad"
"Tennie","Chinese","disagreeable",0.19890685,"Bad"
"Tennie","Chinese","lousy",0.25867274,"Bad"
"Tennie","Chinese","sad",0.48259148,"Bad"
"Tennie","Chinese","hate",0.18071377,"Bad"
"Tennie","Chinese","violent",0.13594434,"Bad"
"Tennie","Chinese","bitter",0.1951466,"Bad"
"Tennie","Chinese","harsh",0.2446923,"Bad"
"Tennie","Chinese","angry",0.18709031,"Bad"
"Maylin","Chinese","rude",0.22777635,"Bad"
"Maylin","Chinese","lazy",0.19706614,"Bad"
"Maylin","Chinese","disagreeable",0.23019674,"Bad"
"Maylin","Chinese","lousy",0.29150057,"Bad"
"Maylin","Chinese","sad",0.6502297,"Bad"
"Maylin","Chinese","hate",0.16678104,"Bad"
"Maylin","Chinese","violent",0.13568911,"Bad"
"Maylin","Chinese","bitter",0.27055538,"Bad"
"Maylin","Chinese","harsh",0.33561853,"Bad"
"Maylin","Chinese","angry",0.20323712,"Bad"
"Chynna","Chinese","rude",0.3722363,"Bad"
"Chynna","Chinese","lazy",0.25653592,"Bad"
"Chynna","Chinese","disagreeable",0.43150735,"Bad"
"Chynna","Chinese","lousy",0.4990795,"Bad"
"Chynna","Chinese","sad",0.7243475,"Bad"
"Chynna","Chinese","hate",0.2963659,"Bad"
"Chynna","Chinese","violent",0.30895534,"Bad"
"Chynna","Chinese","bitter",0.46133155,"Bad"
"Chynna","Chinese","harsh",0.524727,"Bad"
"Chynna","Chinese","angry",0.34450036,"Bad"
"Jia","Chinese","rude",0.23374382,"Bad"
"Jia","Chinese","lazy",0.15769815,"Bad"
"Jia","Chinese","disagreeable",0.24643473,"Bad"
"Jia","Chinese","lousy",0.29626393,"Bad"
"Jia","Chinese","sad",0.46157056,"Bad"
"Jia","Chinese","hate",0.22093043,"Bad"
"Jia","Chinese","violent",0.16113389,"Bad"
"Jia","Chinese","bitter",0.3105935,"Bad"
"Jia","Chinese","harsh",0.28103954,"Bad"
"Jia","Chinese","angry",0.22368777,"Bad"
"Mei","Chinese","rude",0.31888092,"Bad"
"Mei","Chinese","lazy",0.26914465,"Bad"
"Mei","Chinese","disagreeable",0.3573115,"Bad"
"Mei","Chinese","lousy",0.36062953,"Bad"
"Mei","Chinese","sad",0.5855322,"Bad"
"Mei","Chinese","hate",0.24661925,"Bad"
"Mei","Chinese","violent",0.17097598,"Bad"
"Mei","Chinese","bitter",0.32537785,"Bad"
"Mei","Chinese","harsh",0.36346513,"Bad"
"Mei","Chinese","angry",0.25549433,"Bad"
"Tylee","Chinese","rude",0.1702322,"Bad"
"Tylee","Chinese","lazy",0.12544242,"Bad"
"Tylee","Chinese","disagreeable",0.22184646,"Bad"
"Tylee","Chinese","lousy",0.3159954,"Bad"
"Tylee","Chinese","sad",0.5561335,"Bad"
"Tylee","Chinese","hate",0.17738028,"Bad"
"Tylee","Chinese","violent",0.17235641,"Bad"
"Tylee","Chinese","bitter",0.292561,"Bad"
"Tylee","Chinese","harsh",0.28781062,"Bad"
"Tylee","Chinese","angry",0.22819236,"Bad"
